DOMAIN (L0),SUB DOMAIN (L1),CATEGORY (L2),SUBCATEGORY (L3),PRODUCT TYPE (L4),Suggestive Enums,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Retail,Beauty & Personal Care,Tools & Accessories,Mirrors,Shower Mirrors,Floor Mount Mirror,Standing Mirror,Wall Mount Mirror,Shave Mirror,Double Sided Anti Fog Mirror,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Refillable Bottles,Refillable Bottles,Efillable Perfume Bottles,Refillable Bottles,Small Perfume Refillable Bottles,Empty Refillable Bottles,Refillable Squeeze Bottles,Refillable Spray Bottles,Refillable Shampoo Bottles,Refillable Perfume Spray Bottles,Empty Pump Bottle 200 Ml Refillable Bottles,Empty Refillable Perfume Spray Bottles,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Acne Treatment Devices,Acne Spot Corrector,Anti Acne Face Treatment,Acne Treatment,,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Black Head Remover,Metal Blackhead Remover,Comedone Extractor,Curved Blackhead Tweezers Kit,,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Exfoliation & Microdermabrasion Devices,Face Roller W/ 3 Extra Replaceable Heads Exfoliation,Microdermabrasion Micro Derma Skin Care Tool Dermaplaning Dermapen Microneedling,Dvanced Microdermabrasion For Gentle Exfoliation And Deep Scrubbing,,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Facial Steamers,Facial Steamers,Facial Steamers For Parlour,Facial Steamers For Parlour Philips,Facial Steamers Pons,Best Facial Steamers,Portable Facial Steamers,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Face Belts,Face Belt For Men,Face Belt For Women,Women V Line Facial Lift Face Lifting Mask For Woman Face,Facial Lift Face Lifting Mask For Woman Face Slimming,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Facial Cleansing Brushes,Powered Facial Cleansing Brushes & Devices,Facial Cleansing Brushes,Manual Facial Cleansing Brushes,,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Facial Rollers,Facial Rollers For Women,Facial Massager Rollers,Ade Roller And Gua Sha Stone - 100% Natural Jade,Stone Face Roller To Reduce Puffiness,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Eye Masks,Eye Masks For Dark Circles,Eye Masks Skin Care,Eye Masks For Sleeping,Eye Masks For Party,Eye Masks For Birthday Party,Eye Masks Skincare,Eye Masks For Sleeping Girls,Eye Masks For Kids,Eye Masks Pink,Eye Masks For Boys,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Lip Plumping Devices,Lip Plumpers Tool Lips Care Enhancer Fuller,Protouch Lip Plumping Device,Ro-Lips Lip Plumper Device,,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Skin Moisture Analysers,"Ith Skin Analyzer Moisture Tester, Portable Nano Mist Sprayer","Moisture Tester, Portable Nano Mist Sprayer Atomization Eyelash Extensions Steamer Mister",Ini Cool With Large Capacity Face Moisturizing,,,,,,,,,,,,
Retail,Beauty & Personal Care,Tools & Accessories,Skin Care Tools,Wrinkle & Anti-Ageing Devices,Wrinkles And Dark Circles,Anti Ageing With Natural Retinol And Niacinamide,Anti Ageing Treatment- Vitamins,Anti Ageing Night Cream For Men And Women,,,,,,,,,,,
