DOMAIN (L0),Code,SUB DOMAIN (L1),Code,CATEGORY (L2),Code,SUBCATEGORY (L3),Code,PRODUCT TYPE (L4),Product type Enum Codes,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image 1,Image 2,Image 3,Image 4 / Video 1,Image 5 / Video 2,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),Size Chart,GTIN / HSN / EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Strap Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band,Gender,Sustainability,Handcrafted,CraftMark
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Bath Accessories,RET-12-22-11,Bath Stands & Box,RET-12-22-11-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Bath Accessories,RET-12-22-11,Quick Dry Sheet & Changing Mats,RET-12-22-11-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Health & Safety,RET-12-22-12,Care Equipments,RET-12-22-12-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Health & Safety,RET-12-22-12,Detergent & Cleansers,RET-12-22-12-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Health & Safety,RET-12-22-12,Humidifiers & Air Purifiers,RET-12-22-12-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Health & Safety,RET-12-22-12,Mosquito Repellants,RET-12-22-12-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Health & Safety,RET-12-22-12,Sanitisers & Hand Cleansing Gels,RET-12-22-12-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Health & Safety,RET-12-22-12,Thermometer,RET-12-22-12-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Diapers & Toilet Training,RET-12-22-13,Diaper Pants,RET-12-22-13-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Diapers & Toilet Training,RET-12-22-13,Cloth Diapers & Nappiess,RET-12-22-13-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Diapers & Toilet Training,RET-12-22-13,Diaper & Nappy Accessories,RET-12-22-13-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Diapers & Toilet Training,RET-12-22-13,Potty Seat & Chair,RET-12-22-13-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Infants,RET-12-22,Infant Diapers & Toilet Training,RET-12-22-13,Wipes & Tissues,RET-12-22-13-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Towels & Wrappers,RET-12-23,Towels & Wrappers,RET-12-23-10,Towels,RET-12-23-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Towels & Wrappers,RET-12-23,Towels & Wrappers,RET-12-23-10,Face & Hand Towels,RET-12-23-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Towels & Wrappers,RET-12-23,Towels & Wrappers,RET-12-23-10,Girls Bath Robes,RET-12-23-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Towels & Wrappers,RET-12-23,Towels & Wrappers,RET-12-23-10,Boys Bath Robes,RET-12-23-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Belts,RET-12-24-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Brooch,RET-12-24-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Caps & Hats,RET-12-24-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Hair Accessories,RET-12-24-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Masks & Protective Gear,RET-12-24-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Watches,RET-12-24-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Accessories,RET-12-24,Fashion Accessories,RET-12-24-10,Gloves,RET-12-24-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Anklets,RET-12-25-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Bangles & Bracelets,RET-12-25-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Brooch,RET-12-25-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Chains & Necklaces,RET-12-25-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Earrings,RET-12-25-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Jewellery Sets,RET-12-25-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Mangalsutra,RET-12-25-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Nosepins & Noserings,RET-12-25-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Pendants,RET-12-25-10-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Religious Jewellery,RET-12-25-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Rings,RET-12-25-10-1A,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Toe Rings,RET-12-25-10-1B,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Jewellery,RET-12-25,Jewellery,RET-12-25-10,Gold Coins,RET-12-25-10-1C,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Contact Lenses,RET-12-26-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Eye Glasses,RET-12-26-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Eye Glass Frames,RET-12-26-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Sunglasses,RET-12-26-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Contact Lens Cases,RET-12-26-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Contact Lens Solutions,RET-12-26-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Contact Lens Twizzers,RET-12-26-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Eyeglasses Pouches & Cases,RET-12-26-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Microfiber Wipes,RET-12-26-10-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Eyewear,RET-12-26,Eyewear,RET-12-26-10,Eyewear Slings,RET-12-26-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Bags & Luggage,RET-12-27,Bags & Luggage,RET-12-27-10,Backpacks,RET-12-27-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,OI,,,
Retail,RET,Fashion,RET-12,Kid's Bags & Luggage,RET-12-27,Bags & Luggage,RET-12-27-10,Utility Bags,RET-12-27-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,OI,,,
